data_type,cancer,year,sex,age_group,count,age_specific_rate,asr_2001,asr_2023,asr_who,asr_segi,age_start
Actual,Melanoma of the skin,1991,Females,15-19,58,8.7,,,,,15.0
Actual,Melanoma of the skin,1991,Females,20-24,96,13.9,,,,,20.0
Actual,Melanoma of the skin,1991,Females,25-29,137,19.7,,,,,25.0
Actual,Melanoma of the skin,1991,Females,30-34,202,28.4,,,,,30.0
Actual,Melanoma of the skin,1991,Females,35-39,243,36.6,,,,,35.0
Actual,Melanoma of the skin,1992,Females,15-19,26,4.0,,,,,15.0
Actual,Melanoma of the skin,1992,Females,20-24,98,13.9,,,,,20.0
Actual,Melanoma of the skin,1992,Females,25-29,146,21.2,,,,,25.0
Actual,Melanoma of the skin,1992,Females,30-34,210,29.0,,,,,30.0
Actual,Melanoma of the skin,1992,Females,35-39,249,36.8,,,,,35.0
Actual,Melanoma of the skin,1993,Females,15-19,46,7.3,,,,,15.0
Actual,Melanoma of the skin,1993,Females,20-24,82,11.6,,,,,20.0
Actual,Melanoma of the skin,1993,Females,25-29,132,19.4,,,,,25.0
Actual,Melanoma of the skin,1993,Females,30-34,217,29.7,,,,,30.0
Actual,Melanoma of the skin,1993,Females,35-39,243,35.4,,,,,35.0
Actual,Melanoma of the skin,1994,Females,15-19,38,6.1,,,,,15.0
Actual,Melanoma of the skin,1994,Females,20-24,111,15.7,,,,,20.0
Actual,Melanoma of the skin,1994,Females,25-29,140,20.7,,,,,25.0
Actual,Melanoma of the skin,1994,Females,30-34,200,27.3,,,,,30.0
Actual,Melanoma of the skin,1994,Females,35-39,222,31.9,,,,,35.0
Actual,Melanoma of the skin,1995,Females,15-19,44,7.1,,,,,15.0
Actual,Melanoma of the skin,1995,Females,20-24,120,17.1,,,,,20.0
Actual,Melanoma of the skin,1995,Females,25-29,176,25.7,,,,,25.0
Actual,Melanoma of the skin,1995,Females,30-34,272,37.3,,,,,30.0
Actual,Melanoma of the skin,1995,Females,35-39,270,38.0,,,,,35.0
Actual,Melanoma of the skin,1996,Females,15-19,61,9.8,,,,,15.0
Actual,Melanoma of the skin,1996,Females,20-24,105,15.4,,,,,20.0
Actual,Melanoma of the skin,1996,Females,25-29,165,23.5,,,,,25.0
Actual,Melanoma of the skin,1996,Females,30-34,233,32.3,,,,,30.0
Actual,Melanoma of the skin,1996,Females,35-39,284,39.1,,,,,35.0
Actual,Melanoma of the skin,1997,Females,15-19,63,10.2,,,,,15.0
Actual,Melanoma of the skin,1997,Females,20-24,116,17.4,,,,,20.0
Actual,Melanoma of the skin,1997,Females,25-29,181,25.1,,,,,25.0
Actual,Melanoma of the skin,1997,Females,30-34,232,32.6,,,,,30.0
Actual,Melanoma of the skin,1997,Females,35-39,290,39.2,,,,,35.0
Actual,Melanoma of the skin,1998,Females,15-19,36,5.8,,,,,15.0
Actual,Melanoma of the skin,1998,Females,20-24,93,14.4,,,,,20.0
Actual,Melanoma of the skin,1998,Females,25-29,151,20.7,,,,,25.0
Actual,Melanoma of the skin,1998,Females,30-34,242,34.3,,,,,30.0
Actual,Melanoma of the skin,1998,Females,35-39,265,35.4,,,,,35.0
Actual,Melanoma of the skin,1999,Females,15-19,34,5.4,,,,,15.0
Actual,Melanoma of the skin,1999,Females,20-24,119,18.7,,,,,20.0
Actual,Melanoma of the skin,1999,Females,25-29,147,20.2,,,,,25.0
Actual,Melanoma of the skin,1999,Females,30-34,208,29.4,,,,,30.0
Actual,Melanoma of the skin,1999,Females,35-39,281,37.3,,,,,35.0
Actual,Melanoma of the skin,2000,Females,15-19,38,5.9,,,,,15.0
Actual,Melanoma of the skin,2000,Females,20-24,93,14.8,,,,,20.0
Actual,Melanoma of the skin,2000,Females,25-29,150,20.8,,,,,25.0
Actual,Melanoma of the skin,2000,Females,30-34,220,30.8,,,,,30.0
Actual,Melanoma of the skin,2000,Females,35-39,301,40.0,,,,,35.0
Actual,Melanoma of the skin,2001,Females,15-19,41,6.3,,,,,15.0
Actual,Melanoma of the skin,2001,Females,20-24,79,12.4,,,,,20.0
Actual,Melanoma of the skin,2001,Females,25-29,144,20.6,,,,,25.0
Actual,Melanoma of the skin,2001,Females,30-34,218,29.7,,,,,30.0
Actual,Melanoma of the skin,2001,Females,35-39,279,37.4,,,,,35.0
Actual,Melanoma of the skin,2002,Females,15-19,42,6.3,,,,,15.0
Actual,Melanoma of the skin,2002,Females,20-24,93,14.4,,,,,20.0
Actual,Melanoma of the skin,2002,Females,25-29,146,21.4,,,,,25.0
Actual,Melanoma of the skin,2002,Females,30-34,220,29.3,,,,,30.0
Actual,Melanoma of the skin,2002,Females,35-39,253,34.3,,,,,35.0
Actual,Melanoma of the skin,2003,Females,15-19,31,4.6,,,,,15.0
Actual,Melanoma of the skin,2003,Females,20-24,95,14.3,,,,,20.0
Actual,Melanoma of the skin,2003,Females,25-29,123,18.3,,,,,25.0
Actual,Melanoma of the skin,2003,Females,30-34,211,27.7,,,,,30.0
Actual,Melanoma of the skin,2003,Females,35-39,261,35.7,,,,,35.0
Actual,Melanoma of the skin,2004,Females,15-19,34,5.1,,,,,15.0
Actual,Melanoma of the skin,2004,Females,20-24,91,13.4,,,,,20.0
Actual,Melanoma of the skin,2004,Females,25-29,137,20.5,,,,,25.0
Actual,Melanoma of the skin,2004,Females,30-34,217,28.5,,,,,30.0
Actual,Melanoma of the skin,2004,Females,35-39,236,32.3,,,,,35.0
Actual,Melanoma of the skin,2005,Females,15-19,28,4.2,,,,,15.0
Actual,Melanoma of the skin,2005,Females,20-24,78,11.2,,,,,20.0
Actual,Melanoma of the skin,2005,Females,25-29,168,25.0,,,,,25.0
Actual,Melanoma of the skin,2005,Females,30-34,240,31.8,,,,,30.0
Actual,Melanoma of the skin,2005,Females,35-39,256,34.7,,,,,35.0
Actual,Melanoma of the skin,2006,Females,15-19,27,4.0,,,,,15.0
Actual,Melanoma of the skin,2006,Females,20-24,79,11.1,,,,,20.0
Actual,Melanoma of the skin,2006,Females,25-29,141,20.6,,,,,25.0
Actual,Melanoma of the skin,2006,Females,30-34,210,28.4,,,,,30.0
Actual,Melanoma of the skin,2006,Females,35-39,247,32.5,,,,,35.0
Actual,Melanoma of the skin,2007,Females,15-19,20,2.9,,,,,15.0
Actual,Melanoma of the skin,2007,Females,20-24,83,11.4,,,,,20.0
Actual,Melanoma of the skin,2007,Females,25-29,117,16.5,,,,,25.0
Actual,Melanoma of the skin,2007,Females,30-34,183,25.0,,,,,30.0
Actual,Melanoma of the skin,2007,Females,35-39,289,36.9,,,,,35.0
Actual,Melanoma of the skin,2008,Females,15-19,20,2.8,,,,,15.0
Actual,Melanoma of the skin,2008,Females,20-24,80,10.8,,,,,20.0
Actual,Melanoma of the skin,2008,Females,25-29,122,16.5,,,,,25.0
Actual,Melanoma of the skin,2008,Females,30-34,187,25.6,,,,,30.0
Actual,Melanoma of the skin,2008,Females,35-39,279,34.8,,,,,35.0
Actual,Melanoma of the skin,2009,Females,15-19,28,3.9,,,,,15.0
Actual,Melanoma of the skin,2009,Females,20-24,76,9.9,,,,,20.0
Actual,Melanoma of the skin,2009,Females,25-29,124,16.0,,,,,25.0
Actual,Melanoma of the skin,2009,Females,30-34,176,23.8,,,,,30.0
Actual,Melanoma of the skin,2009,Females,35-39,257,31.8,,,,,35.0
Actual,Melanoma of the skin,2010,Females,15-19,13,1.8,,,,,15.0
Actual,Melanoma of the skin,2010,Females,20-24,60,7.7,,,,,20.0
Actual,Melanoma of the skin,2010,Females,25-29,143,17.9,,,,,25.0
Actual,Melanoma of the skin,2010,Females,30-34,170,22.7,,,,,30.0
Actual,Melanoma of the skin,2010,Females,35-39,235,29.1,,,,,35.0
Actual,Melanoma of the skin,2011,Females,15-19,20,2.8,,,,,15.0
Actual,Melanoma of the skin,2011,Females,20-24,59,7.5,,,,,20.0
Actual,Melanoma of the skin,2011,Females,25-29,115,14.1,,,,,25.0
Actual,Melanoma of the skin,2011,Females,30-34,139,18.1,,,,,30.0
Actual,Melanoma of the skin,2011,Females,35-39,273,34.5,,,,,35.0
Actual,Melanoma of the skin,2012,Females,15-19,18,2.5,,,,,15.0
Actual,Melanoma of the skin,2012,Females,20-24,63,7.9,,,,,20.0
Actual,Melanoma of the skin,2012,Females,25-29,131,15.6,,,,,25.0
Actual,Melanoma of the skin,2012,Females,30-34,182,23.0,,,,,30.0
Actual,Melanoma of the skin,2012,Females,35-39,248,31.8,,,,,35.0
Actual,Melanoma of the skin,2013,Females,15-19,21,2.9,,,,,15.0
Actual,Melanoma of the skin,2013,Females,20-24,60,7.4,,,,,20.0
Actual,Melanoma of the skin,2013,Females,25-29,136,15.9,,,,,25.0
Actual,Melanoma of the skin,2013,Females,30-34,188,22.9,,,,,30.0
Actual,Melanoma of the skin,2013,Females,35-39,250,32.2,,,,,35.0
Actual,Melanoma of the skin,2014,Females,15-19,19,2.7,,,,,15.0
Actual,Melanoma of the skin,2014,Females,20-24,62,7.6,,,,,20.0
Actual,Melanoma of the skin,2014,Females,25-29,117,13.4,,,,,25.0
Actual,Melanoma of the skin,2014,Females,30-34,184,21.6,,,,,30.0
Actual,Melanoma of the skin,2014,Females,35-39,220,28.3,,,,,35.0
Actual,Melanoma of the skin,2015,Females,15-19,13,1.8,,,,,15.0
Actual,Melanoma of the skin,2015,Females,20-24,57,7.0,,,,,20.0
Actual,Melanoma of the skin,2015,Females,25-29,145,16.3,,,,,25.0
Actual,Melanoma of the skin,2015,Females,30-34,194,22.1,,,,,30.0
Actual,Melanoma of the skin,2015,Females,35-39,231,29.3,,,,,35.0
Actual,Melanoma of the skin,2016,Females,15-19,22,3.1,,,,,15.0
Actual,Melanoma of the skin,2016,Females,20-24,59,7.1,,,,,20.0
Actual,Melanoma of the skin,2016,Females,25-29,151,16.7,,,,,25.0
Actual,Melanoma of the skin,2016,Females,30-34,213,23.6,,,,,30.0
Actual,Melanoma of the skin,2016,Females,35-39,278,34.5,,,,,35.0
Actual,Melanoma of the skin,2017,Females,15-19,19,2.6,,,,,15.0
Actual,Melanoma of the skin,2017,Females,20-24,56,6.7,,,,,20.0
Actual,Melanoma of the skin,2017,Females,25-29,107,11.6,,,,,25.0
Actual,Melanoma of the skin,2017,Females,30-34,215,23.3,,,,,30.0
Actual,Melanoma of the skin,2017,Females,35-39,250,30.0,,,,,35.0
Actual,Melanoma of the skin,2018,Females,15-19,18,2.5,,,,,15.0
Actual,Melanoma of the skin,2018,Females,20-24,61,7.2,,,,,20.0
Actual,Melanoma of the skin,2018,Females,25-29,121,13.0,,,,,25.0
Actual,Melanoma of the skin,2018,Females,30-34,219,23.3,,,,,30.0
Actual,Melanoma of the skin,2018,Females,35-39,278,32.0,,,,,35.0
Actual,Melanoma of the skin,2019,Females,15-19,18,2.5,,,,,15.0
Actual,Melanoma of the skin,2019,Females,20-24,66,7.8,,,,,20.0
Actual,Melanoma of the skin,2019,Females,25-29,119,12.6,,,,,25.0
Actual,Melanoma of the skin,2019,Females,30-34,218,22.9,,,,,30.0
Actual,Melanoma of the skin,2019,Females,35-39,268,29.8,,,,,35.0
Projections,Melanoma of the skin,2020,Females,15-19,20,2.8,,,,,15.0
Projections,Melanoma of the skin,2020,Females,20-24,59,7.1,,,,,20.0
Projections,Melanoma of the skin,2020,Females,25-29,116,12.4,,,,,25.0
Projections,Melanoma of the skin,2020,Females,30-34,228,23.7,,,,,30.0
Projections,Melanoma of the skin,2020,Females,35-39,285,30.8,,,,,35.0
Projections,Melanoma of the skin,2021,Females,15-19,20,2.8,,,,,15.0
Projections,Melanoma of the skin,2021,Females,20-24,55,7.0,,,,,20.0
Projections,Melanoma of the skin,2021,Females,25-29,107,11.8,,,,,25.0
Projections,Melanoma of the skin,2021,Females,30-34,231,24.1,,,,,30.0
Projections,Melanoma of the skin,2021,Females,35-39,288,30.7,,,,,35.0
Projections,Melanoma of the skin,2022,Females,15-19,21,2.8,,,,,15.0
Projections,Melanoma of the skin,2022,Females,20-24,56,7.1,,,,,20.0
Projections,Melanoma of the skin,2022,Females,25-29,104,11.5,,,,,25.0
Projections,Melanoma of the skin,2022,Females,30-34,235,24.3,,,,,30.0
Projections,Melanoma of the skin,2022,Females,35-39,292,30.6,,,,,35.0
Projections,Melanoma of the skin,2023,Females,15-19,22,2.9,,,,,15.0
Projections,Melanoma of the skin,2023,Females,20-24,56,7.1,,,,,20.0
Projections,Melanoma of the skin,2023,Females,25-29,100,11.1,,,,,25.0
Projections,Melanoma of the skin,2023,Females,30-34,239,24.5,,,,,30.0
Projections,Melanoma of the skin,2023,Females,35-39,295,30.6,,,,,35.0
Actual,Melanoma of the skin,1982,Males,15-19,30,4.6,,,,,15.0
Actual,Melanoma of the skin,1982,Males,20-24,52,7.7,,,,,20.0
Actual,Melanoma of the skin,1982,Males,25-29,83,13.1,,,,,25.0
Actual,Melanoma of the skin,1982,Males,30-34,125,20.1,,,,,30.0
Actual,Melanoma of the skin,1982,Males,35-39,115,21.0,,,,,35.0
Actual,Melanoma of the skin,1983,Males,15-19,27,4.1,,,,,15.0
Actual,Melanoma of the skin,1983,Males,20-24,51,7.5,,,,,20.0
Actual,Melanoma of the skin,1983,Males,25-29,77,12.0,,,,,25.0
Actual,Melanoma of the skin,1983,Males,30-34,125,20.0,,,,,30.0
Actual,Melanoma of the skin,1983,Males,35-39,135,23.2,,,,,35.0
Actual,Melanoma of the skin,1984,Males,15-19,35,5.3,,,,,15.0
Actual,Melanoma of the skin,1984,Males,20-24,55,8.0,,,,,20.0
Actual,Melanoma of the skin,1984,Males,25-29,92,14.1,,,,,25.0
Actual,Melanoma of the skin,1984,Males,30-34,111,17.7,,,,,30.0
Actual,Melanoma of the skin,1984,Males,35-39,133,22.1,,,,,35.0
Actual,Melanoma of the skin,1985,Males,15-19,27,4.0,,,,,15.0
Actual,Melanoma of the skin,1985,Males,20-24,59,8.6,,,,,20.0
Actual,Melanoma of the skin,1985,Males,25-29,107,16.0,,,,,25.0
Actual,Melanoma of the skin,1985,Males,30-34,139,22.2,,,,,30.0
Actual,Melanoma of the skin,1985,Males,35-39,163,26.1,,,,,35.0
Actual,Melanoma of the skin,1986,Males,15-19,40,5.8,,,,,15.0
Actual,Melanoma of the skin,1986,Males,20-24,62,9.1,,,,,20.0
Actual,Melanoma of the skin,1986,Males,25-29,101,14.8,,,,,25.0
Actual,Melanoma of the skin,1986,Males,30-34,156,24.5,,,,,30.0
Actual,Melanoma of the skin,1986,Males,35-39,186,29.0,,,,,35.0
Actual,Melanoma of the skin,1987,Males,15-19,42,5.9,,,,,15.0
Actual,Melanoma of the skin,1987,Males,20-24,76,11.3,,,,,20.0
Actual,Melanoma of the skin,1987,Males,25-29,145,20.8,,,,,25.0
Actual,Melanoma of the skin,1987,Males,30-34,191,29.4,,,,,30.0
Actual,Melanoma of the skin,1987,Males,35-39,225,35.4,,,,,35.0
Actual,Melanoma of the skin,1988,Males,15-19,56,7.8,,,,,15.0
Actual,Melanoma of the skin,1988,Males,20-24,90,13.4,,,,,20.0
Actual,Melanoma of the skin,1988,Males,25-29,162,22.9,,,,,25.0
Actual,Melanoma of the skin,1988,Males,30-34,189,28.5,,,,,30.0
Actual,Melanoma of the skin,1988,Males,35-39,229,35.7,,,,,35.0
Actual,Melanoma of the skin,1989,Males,15-19,37,5.1,,,,,15.0
Actual,Melanoma of the skin,1989,Males,20-24,66,9.7,,,,,20.0
Actual,Melanoma of the skin,1989,Males,25-29,110,15.3,,,,,25.0
Actual,Melanoma of the skin,1989,Males,30-34,171,25.1,,,,,30.0
Actual,Melanoma of the skin,1989,Males,35-39,214,33.0,,,,,35.0
Actual,Melanoma of the skin,1990,Males,15-19,47,6.6,,,,,15.0
Actual,Melanoma of the skin,1990,Males,20-24,64,9.3,,,,,20.0
Actual,Melanoma of the skin,1990,Males,25-29,116,16.2,,,,,25.0
Actual,Melanoma of the skin,1990,Males,30-34,171,24.5,,,,,30.0
Actual,Melanoma of the skin,1990,Males,35-39,195,29.7,,,,,35.0
Actual,Melanoma of the skin,1991,Males,15-19,53,7.6,,,,,15.0
Actual,Melanoma of the skin,1991,Males,20-24,63,8.9,,,,,20.0
Actual,Melanoma of the skin,1991,Males,25-29,127,18.1,,,,,25.0
Actual,Melanoma of the skin,1991,Males,30-34,163,22.8,,,,,30.0
Actual,Melanoma of the skin,1991,Males,35-39,202,30.4,,,,,35.0
Actual,Melanoma of the skin,1992,Males,15-19,39,5.8,,,,,15.0
Actual,Melanoma of the skin,1992,Males,20-24,91,12.6,,,,,20.0
Actual,Melanoma of the skin,1992,Males,25-29,114,16.5,,,,,25.0
Actual,Melanoma of the skin,1992,Males,30-34,152,20.9,,,,,30.0
Actual,Melanoma of the skin,1992,Males,35-39,221,32.7,,,,,35.0
Actual,Melanoma of the skin,1993,Males,15-19,39,5.9,,,,,15.0
Actual,Melanoma of the skin,1993,Males,20-24,75,10.3,,,,,20.0
Actual,Melanoma of the skin,1993,Males,25-29,120,17.6,,,,,25.0
Actual,Melanoma of the skin,1993,Males,30-34,144,19.7,,,,,30.0
Actual,Melanoma of the skin,1993,Males,35-39,225,32.9,,,,,35.0
Actual,Melanoma of the skin,1994,Males,15-19,34,5.2,,,,,15.0
Actual,Melanoma of the skin,1994,Males,20-24,89,12.2,,,,,20.0
Actual,Melanoma of the skin,1994,Males,25-29,134,19.7,,,,,25.0
Actual,Melanoma of the skin,1994,Males,30-34,171,23.3,,,,,30.0
Actual,Melanoma of the skin,1994,Males,35-39,227,32.7,,,,,35.0
Actual,Melanoma of the skin,1995,Males,15-19,59,9.1,,,,,15.0
Actual,Melanoma of the skin,1995,Males,20-24,86,11.9,,,,,20.0
Actual,Melanoma of the skin,1995,Males,25-29,137,19.9,,,,,25.0
Actual,Melanoma of the skin,1995,Males,30-34,172,23.6,,,,,30.0
Actual,Melanoma of the skin,1995,Males,35-39,224,31.6,,,,,35.0
Actual,Melanoma of the skin,1996,Males,15-19,55,8.4,,,,,15.0
Actual,Melanoma of the skin,1996,Males,20-24,69,9.8,,,,,20.0
Actual,Melanoma of the skin,1996,Males,25-29,154,21.8,,,,,25.0
Actual,Melanoma of the skin,1996,Males,30-34,158,22.0,,,,,30.0
Actual,Melanoma of the skin,1996,Males,35-39,228,31.5,,,,,35.0
Actual,Melanoma of the skin,1997,Males,15-19,37,5.7,,,,,15.0
Actual,Melanoma of the skin,1997,Males,20-24,91,13.3,,,,,20.0
Actual,Melanoma of the skin,1997,Males,25-29,148,20.5,,,,,25.0
Actual,Melanoma of the skin,1997,Males,30-34,185,26.2,,,,,30.0
Actual,Melanoma of the skin,1997,Males,35-39,238,32.4,,,,,35.0
Actual,Melanoma of the skin,1998,Males,15-19,28,4.3,,,,,15.0
Actual,Melanoma of the skin,1998,Males,20-24,60,9.0,,,,,20.0
Actual,Melanoma of the skin,1998,Males,25-29,121,16.6,,,,,25.0
Actual,Melanoma of the skin,1998,Males,30-34,160,22.9,,,,,30.0
Actual,Melanoma of the skin,1998,Males,35-39,233,31.4,,,,,35.0
Actual,Melanoma of the skin,1999,Males,15-19,44,6.7,,,,,15.0
Actual,Melanoma of the skin,1999,Males,20-24,69,10.5,,,,,20.0
Actual,Melanoma of the skin,1999,Males,25-29,125,17.2,,,,,25.0
Actual,Melanoma of the skin,1999,Males,30-34,172,24.7,,,,,30.0
Actual,Melanoma of the skin,1999,Males,35-39,245,32.8,,,,,35.0
Actual,Melanoma of the skin,2000,Males,15-19,34,5.1,,,,,15.0
Actual,Melanoma of the skin,2000,Males,20-24,71,10.9,,,,,20.0
Actual,Melanoma of the skin,2000,Males,25-29,131,18.3,,,,,25.0
Actual,Melanoma of the skin,2000,Males,30-34,166,23.6,,,,,30.0
Actual,Melanoma of the skin,2000,Males,35-39,229,30.8,,,,,35.0
Actual,Melanoma of the skin,2001,Males,15-19,42,6.1,,,,,15.0
Actual,Melanoma of the skin,2001,Males,20-24,54,8.3,,,,,20.0
Actual,Melanoma of the skin,2001,Males,25-29,134,19.3,,,,,25.0
Actual,Melanoma of the skin,2001,Males,30-34,163,22.6,,,,,30.0
Actual,Melanoma of the skin,2001,Males,35-39,238,32.3,,,,,35.0
Actual,Melanoma of the skin,2002,Males,15-19,37,5.4,,,,,15.0
Actual,Melanoma of the skin,2002,Males,20-24,76,11.4,,,,,20.0
Actual,Melanoma of the skin,2002,Males,25-29,110,16.1,,,,,25.0
Actual,Melanoma of the skin,2002,Males,30-34,178,24.1,,,,,30.0
Actual,Melanoma of the skin,2002,Males,35-39,228,31.3,,,,,35.0
Actual,Melanoma of the skin,2003,Males,15-19,33,4.8,,,,,15.0
Actual,Melanoma of the skin,2003,Males,20-24,56,8.2,,,,,20.0
Actual,Melanoma of the skin,2003,Males,25-29,110,16.3,,,,,25.0
Actual,Melanoma of the skin,2003,Males,30-34,167,22.3,,,,,30.0
Actual,Melanoma of the skin,2003,Males,35-39,232,32.2,,,,,35.0
Actual,Melanoma of the skin,2004,Males,15-19,31,4.4,,,,,15.0
Actual,Melanoma of the skin,2004,Males,20-24,79,11.2,,,,,20.0
Actual,Melanoma of the skin,2004,Males,25-29,116,17.2,,,,,25.0
Actual,Melanoma of the skin,2004,Males,30-34,195,26.0,,,,,30.0
Actual,Melanoma of the skin,2004,Males,35-39,206,28.6,,,,,35.0
Actual,Melanoma of the skin,2005,Males,15-19,32,4.5,,,,,15.0
Actual,Melanoma of the skin,2005,Males,20-24,58,8.1,,,,,20.0
Actual,Melanoma of the skin,2005,Males,25-29,122,17.9,,,,,25.0
Actual,Melanoma of the skin,2005,Males,30-34,172,23.1,,,,,30.0
Actual,Melanoma of the skin,2005,Males,35-39,227,31.1,,,,,35.0
Actual,Melanoma of the skin,2006,Males,15-19,31,4.3,,,,,15.0
Actual,Melanoma of the skin,2006,Males,20-24,60,8.1,,,,,20.0
Actual,Melanoma of the skin,2006,Males,25-29,110,15.8,,,,,25.0
Actual,Melanoma of the skin,2006,Males,30-34,171,23.3,,,,,30.0
Actual,Melanoma of the skin,2006,Males,35-39,224,29.9,,,,,35.0
Actual,Melanoma of the skin,2007,Males,15-19,17,2.3,,,,,15.0
Actual,Melanoma of the skin,2007,Males,20-24,56,7.4,,,,,20.0
Actual,Melanoma of the skin,2007,Males,25-29,86,11.9,,,,,25.0
Actual,Melanoma of the skin,2007,Males,30-34,156,21.5,,,,,30.0
Actual,Melanoma of the skin,2007,Males,35-39,191,24.7,,,,,35.0
Actual,Melanoma of the skin,2008,Males,15-19,22,3.0,,,,,15.0
Actual,Melanoma of the skin,2008,Males,20-24,59,7.5,,,,,20.0
Actual,Melanoma of the skin,2008,Males,25-29,87,11.5,,,,,25.0
Actual,Melanoma of the skin,2008,Males,30-34,141,19.4,,,,,30.0
Actual,Melanoma of the skin,2008,Males,35-39,254,32.2,,,,,35.0
Actual,Melanoma of the skin,2009,Males,15-19,27,3.6,,,,,15.0
Actual,Melanoma of the skin,2009,Males,20-24,48,5.9,,,,,20.0
Actual,Melanoma of the skin,2009,Males,25-29,101,12.6,,,,,25.0
Actual,Melanoma of the skin,2009,Males,30-34,148,20.0,,,,,30.0
Actual,Melanoma of the skin,2009,Males,35-39,256,32.1,,,,,35.0
Actual,Melanoma of the skin,2010,Males,15-19,18,2.4,,,,,15.0
Actual,Melanoma of the skin,2010,Males,20-24,29,3.5,,,,,20.0
Actual,Melanoma of the skin,2010,Males,25-29,104,12.6,,,,,25.0
Actual,Melanoma of the skin,2010,Males,30-34,154,20.5,,,,,30.0
Actual,Melanoma of the skin,2010,Males,35-39,216,27.2,,,,,35.0
Actual,Melanoma of the skin,2011,Males,15-19,18,2.4,,,,,15.0
Actual,Melanoma of the skin,2011,Males,20-24,44,5.3,,,,,20.0
Actual,Melanoma of the skin,2011,Males,25-29,98,11.7,,,,,25.0
Actual,Melanoma of the skin,2011,Males,30-34,142,18.5,,,,,30.0
Actual,Melanoma of the skin,2011,Males,35-39,194,24.8,,,,,35.0
Actual,Melanoma of the skin,2012,Males,15-19,16,2.1,,,,,15.0
Actual,Melanoma of the skin,2012,Males,20-24,51,6.1,,,,,20.0
Actual,Melanoma of the skin,2012,Males,25-29,100,11.6,,,,,25.0
Actual,Melanoma of the skin,2012,Males,30-34,152,19.0,,,,,30.0
Actual,Melanoma of the skin,2012,Males,35-39,202,26.0,,,,,35.0
